,Geneid,Ctrl_1,Ctrl_2,Lhx2_HD_EnR_1,Lhx2_HD_EnR_2
15795,ENSMUSG00000093445.7,5,9,11,8
15796,ENSMUSG00000029720.9,22,36,50,40
15797,ENSMUSG00000079165.10,1,0,1,0
15798,ENSMUSG00000047182.6,0,1,1,1
15799,ENSMUSG00000029722.15,572,748,787,770
15800,ENSMUSG00000079163.3,0,0,0,0
15801,ENSMUSG00000082088.1,55,68,68,126
15802,ENSMUSG00000045348.15,8964,10033,10912,16009
15803,ENSMUSG00000029723.16,422,667,969,773
15804,ENSMUSG00000029725.10,298,397,499,579
15805,ENSMUSG00000029726.16,1296,1485,2195,2512
15806,ENSMUSG00000037108.13,131,167,233,222
15807,ENSMUSG00000046245.13,1,1,21,8
15808,ENSMUSG00000066684.10,0,1,0,1
15809,ENSMUSG00000106478.1,0,0,0,0
15810,ENSMUSG00000066682.11,0,0,4,0
15811,ENSMUSG00000106155.1,0,0,0,0
15812,ENSMUSG00000105649.1,0,0,0,0
15813,ENSMUSG00000106435.1,0,0,0,0
15814,ENSMUSG00000029727.7,0,0,0,0
15815,ENSMUSG00000083813.1,14,15,16,26
15816,ENSMUSG00000105787.1,2,1,5,3
15817,ENSMUSG00000056966.7,5,14,20,11
15818,ENSMUSG00000037053.6,0,0,0,0
15819,ENSMUSG00000063739.2,0,2,2,5
15820,ENSMUSG00000100543.1,0,0,0,0
15821,ENSMUSG00000075599.4,0,0,0,0
15822,ENSMUSG00000079156.11,0,0,0,0
15823,ENSMUSG00000075598.5,0,0,0,0
15824,ENSMUSG00000029729.12,6168,6522,11331,12747
15825,ENSMUSG00000106102.1,0,0,0,0
15826,ENSMUSG00000037017.15,1889,2010,3614,4164
15827,ENSMUSG00000037007.17,1226,1189,2494,2467
15828,ENSMUSG00000019494.14,1610,2037,2724,3418
15829,ENSMUSG00000029730.16,2976,2922,6876,6436
15830,ENSMUSG00000065394.1,0,0,0,0
15831,ENSMUSG00000065527.1,0,0,0,0
15832,ENSMUSG00000065514.1,2,4,4,4
15833,ENSMUSG00000019518.10,980,1010,1712,1695
15834,ENSMUSG00000036980.13,747,813,1379,1452
15835,ENSMUSG00000036968.15,615,663,1087,1022
15836,ENSMUSG00000049285.4,112,112,187,194
15837,ENSMUSG00000089783.1,0,0,0,0
15838,ENSMUSG00000106338.1,0,0,0,0
15839,ENSMUSG00000084469.1,0,0,0,0
15840,ENSMUSG00000047592.17,0,2,1,0
15841,ENSMUSG00000050552.8,740,818,1023,1429
15842,ENSMUSG00000036948.17,2269,2694,2821,3933
15843,ENSMUSG00000085227.1,39,30,55,54
15844,ENSMUSG00000075593.10,0,0,0,1
15845,ENSMUSG00000106247.1,0,0,0,1
15846,ENSMUSG00000029510.15,2364,2056,2803,3058
15847,ENSMUSG00000036928.14,576,739,494,568
15848,ENSMUSG00000109713.1,2,3,8,3
15849,ENSMUSG00000106161.1,0,0,0,0
15850,ENSMUSG00000075591.2,6,2,5,12
15851,ENSMUSG00000080935.3,5,5,8,5
15852,ENSMUSG00000093932.1,0,0,0,0
15853,ENSMUSG00000036898.16,2110,2214,4157,5062
15854,ENSMUSG00000046440.9,1,5,0,4
15855,ENSMUSG00000104668.1,5,3,4,5
15856,ENSMUSG00000029526.5,4,2,6,7
15857,ENSMUSG00000058291.14,3828,3893,6756,8155
15858,ENSMUSG00000092916.1,0,0,0,0
15859,ENSMUSG00000081142.1,42,26,44,51
15860,ENSMUSG00000104686.1,1,1,4,7
15861,ENSMUSG00000056014.15,1099,1206,1570,1944
15862,ENSMUSG00000103298.1,0,0,0,0
15863,ENSMUSG00000025854.15,3091,3681,3701,5312
15864,ENSMUSG00000094504.2,0,1,0,0
15865,ENSMUSG00000025856.15,435,726,304,608
15866,ENSMUSG00000075585.3,224,422,234,392
15867,ENSMUSG00000025855.13,7686,10619,6512,14308
15868,ENSMUSG00000086873.1,70,72,97,110
15869,ENSMUSG00000025857.10,288,365,653,637
15870,ENSMUSG00000036817.14,3372,3619,5232,5847
15871,ENSMUSG00000106127.1,10,5,15,9
15872,ENSMUSG00000025858.12,862,1023,1372,1694
15873,ENSMUSG00000056413.16,1656,2704,1089,2619
15874,ENSMUSG00000098690.1,0,0,0,0
15875,ENSMUSG00000045438.12,1388,1539,2171,2791
15876,ENSMUSG00000029541.12,2,4,2,4
15877,ENSMUSG00000053553.11,202,225,401,401
15878,ENSMUSG00000065593.1,0,1,1,9
15879,ENSMUSG00000044197.8,34,81,75,73
15880,ENSMUSG00000044092.8,2,2,14,15
15881,ENSMUSG00000053647.4,70,126,130,137
15882,ENSMUSG00000095016.1,0,0,0,0
15883,ENSMUSG00000053581.13,1483,1666,1969,2713
15884,ENSMUSG00000106056.1,0,0,0,0
15885,ENSMUSG00000029546.12,1,0,1,1
15886,ENSMUSG00000104637.1,0,0,0,0
15887,ENSMUSG00000036718.17,198,366,165,309
15888,ENSMUSG00000029547.10,4068,4063,5619,6704
15889,ENSMUSG00000098574.1,0,0,0,0
15890,ENSMUSG00000018143.10,520,537,672,1091
15891,ENSMUSG00000036687.13,3,6,4,11
15892,ENSMUSG00000098140.1,0,0,0,0
15893,ENSMUSG00000029551.13,389,442,488,645
15894,ENSMUSG00000064694.1,0,1,2,0
15895,ENSMUSG00000105335.1,1,5,1,1
15896,ENSMUSG00000048988.8,572,846,657,1038
15897,ENSMUSG00000106090.1,8,7,14,19
15898,ENSMUSG00000029554.15,499,609,1066,1109
15899,ENSMUSG00000105453.1,0,3,12,6
15900,ENSMUSG00000085673.1,0,0,2,1
15901,ENSMUSG00000087606.1,1,1,6,1
15902,ENSMUSG00000106497.1,1,2,2,3
15903,ENSMUSG00000087248.7,0,0,0,0
15904,ENSMUSG00000105679.1,38,38,40,57
15905,ENSMUSG00000036639.12,92,136,213,218
15906,ENSMUSG00000029557.7,195,287,324,403
15907,ENSMUSG00000029560.12,267,654,477,537
15908,ENSMUSG00000056076.13,4427,5053,8108,9211
15909,ENSMUSG00000098319.1,0,0,0,0
15910,ENSMUSG00000106350.2,2,0,4,3
15911,ENSMUSG00000105056.1,0,0,0,0
15912,ENSMUSG00000036599.10,362,484,418,588
15913,ENSMUSG00000105845.1,2,1,2,5
15914,ENSMUSG00000105633.1,0,1,4,0
15915,ENSMUSG00000036586.6,2,2,0,0
15916,ENSMUSG00000105699.1,4,4,4,1
15917,ENSMUSG00000029570.5,220,382,601,429
15918,ENSMUSG00000036565.7,15604,17279,24858,26982
15919,ENSMUSG00000036555.14,1256,1471,1725,1944
15920,ENSMUSG00000000148.17,884,955,1335,1554
15921,ENSMUSG00000050022.16,46,135,142,138
15922,ENSMUSG00000000149.10,2643,2918,4867,5849
15923,ENSMUSG00000036526.8,1,2,18,5
15924,ENSMUSG00000104683.1,0,0,0,0
15925,ENSMUSG00000093344.1,0,0,0,0
15926,ENSMUSG00000039683.16,343,627,617,1569
15927,ENSMUSG00000083382.1,4,5,21,17
15928,ENSMUSG00000105873.1,0,2,2,7
15929,ENSMUSG00000105344.1,0,1,0,1
15930,ENSMUSG00000105212.1,0,0,0,1
15931,ENSMUSG00000084934.1,0,0,0,0
15932,ENSMUSG00000089164.1,0,0,0,0
15933,ENSMUSG00000085540.1,1,0,2,1
15934,ENSMUSG00000097947.1,0,0,0,0
15935,ENSMUSG00000056493.9,2160,2458,3187,4027
15936,ENSMUSG00000039623.13,878,865,1160,1405
15937,ENSMUSG00000029576.17,544,698,332,717
15938,ENSMUSG00000074817.2,18,26,34,39
15939,ENSMUSG00000105213.1,0,0,1,0
15940,ENSMUSG00000039533.8,1410,1837,2445,2444
15941,ENSMUSG00000104978.1,2,1,2,1
15942,ENSMUSG00000029578.15,2511,2754,4409,4800
15943,ENSMUSG00000050822.11,4478,4240,5056,7009
15944,ENSMUSG00000039477.16,14898,12863,23195,24676
15945,ENSMUSG00000082308.1,5,9,7,7
15946,ENSMUSG00000066640.11,2294,2529,3556,4072
15947,ENSMUSG00000097559.1,19,32,75,61
15948,ENSMUSG00000029580.14,56315,63321,93708,112005
15949,ENSMUSG00000029581.14,10795,12231,17294,22087
15950,ENSMUSG00000045078.12,1583,1840,2909,3185
15951,ENSMUSG00000106543.1,0,0,0,1
15952,ENSMUSG00000105714.1,0,0,0,0
15953,ENSMUSG00000090981.3,0,0,0,0
15954,ENSMUSG00000105901.1,1,1,0,1
15955,ENSMUSG00000104836.1,0,0,0,0
15956,ENSMUSG00000104529.4,0,0,0,0
15957,ENSMUSG00000061898.10,1074,1030,1801,2257
15958,ENSMUSG00000029586.9,0,0,1,0
15959,ENSMUSG00000039296.15,0,2,1,0
15960,ENSMUSG00000089879.1,0,1,1,2
15961,ENSMUSG00000029587.16,2249,2359,3455,4237
15962,ENSMUSG00000046658.16,2496,2653,3484,4668
15963,ENSMUSG00000105345.1,117,119,114,161
15964,ENSMUSG00000093910.1,26,31,24,37
15965,ENSMUSG00000039244.10,908,942,1622,1793
15966,ENSMUSG00000105609.1,9,3,5,15
15967,ENSMUSG00000001844.10,708,752,1079,1259
15968,ENSMUSG00000089889.2,25,32,51,67
15969,ENSMUSG00000104875.1,0,0,0,0
15970,ENSMUSG00000010825.17,73,69,321,299
15971,ENSMUSG00000093720.1,13,10,16,18
15972,ENSMUSG00000106198.1,6,8,21,27
15973,ENSMUSG00000105594.1,53,30,153,140
15974,ENSMUSG00000045345.6,10,11,20,19
15975,ENSMUSG00000079111.3,930,1415,1549,1827
15976,ENSMUSG00000105206.1,1,1,4,3
15977,ENSMUSG00000106068.1,2,4,3,7
15978,ENSMUSG00000039206.13,514,640,734,888
15979,ENSMUSG00000001847.14,6813,8317,11481,14213
15980,ENSMUSG00000105198.1,21,13,37,27
15981,ENSMUSG00000083012.8,1839,2168,2530,3387
15982,ENSMUSG00000018001.18,3995,3951,4134,6785
15983,ENSMUSG00000051306.7,2655,2716,3679,4372
15984,ENSMUSG00000097287.2,622,643,1064,1414
15985,ENSMUSG00000105354.1,0,0,0,0
15986,ENSMUSG00000104708.1,5,8,14,12
15987,ENSMUSG00000029613.15,1825,1915,3009,3571
15988,ENSMUSG00000029607.14,76,49,114,103
15989,ENSMUSG00000029610.13,549,698,688,968
15990,ENSMUSG00000079109.11,824,835,1326,1524
15991,ENSMUSG00000091351.1,1,2,1,1
15992,ENSMUSG00000104633.1,1,0,4,2
15993,ENSMUSG00000075569.9,159,184,225,270
15994,ENSMUSG00000029617.10,1616,1817,2921,3172
15995,ENSMUSG00000093856.1,0,0,0,0
15996,ENSMUSG00000029618.13,0,8,0,1
15997,ENSMUSG00000105150.1,0,0,0,0
15998,ENSMUSG00000038970.7,3817,4441,4733,6515
15999,ENSMUSG00000098039.1,2,0,1,4
16000,ENSMUSG00000052271.7,6,6,3,19
16001,ENSMUSG00000066621.12,2905,3009,3890,5044
16002,ENSMUSG00000104662.1,33,25,20,45
16003,ENSMUSG00000087484.1,27,53,45,48
16004,ENSMUSG00000047843.16,423,494,798,988
16005,ENSMUSG00000038859.7,38,28,54,51
16006,ENSMUSG00000086894.2,40,34,62,45
16007,ENSMUSG00000104600.4,0,0,0,0
16008,ENSMUSG00000083574.1,0,0,0,0
16009,ENSMUSG00000059991.7,133,131,142,278
16010,ENSMUSG00000082524.3,0,0,0,1
16011,ENSMUSG00000043388.8,2770,3991,2177,4420
16012,ENSMUSG00000045482.15,7765,8068,13407,14233
16013,ENSMUSG00000088685.1,2,0,2,2
16014,ENSMUSG00000038780.14,3566,4145,4564,6273
16015,ENSMUSG00000098822.1,1,0,0,0
16016,ENSMUSG00000038770.17,0,0,0,0
16017,ENSMUSG00000105177.1,0,0,0,0
16018,ENSMUSG00000061707.5,0,0,0,0
16019,ENSMUSG00000106393.1,0,0,0,0
16020,ENSMUSG00000105024.1,1,0,3,5
16021,ENSMUSG00000029620.4,0,0,0,0
16022,ENSMUSG00000029621.14,3556,4049,5175,7167
16023,ENSMUSG00000029622.16,209,522,607,580
16024,ENSMUSG00000029623.14,4146,4731,7268,8246
16025,ENSMUSG00000038722.17,1032,1223,1771,2042
16026,ENSMUSG00000029624.10,933,964,1207,1552
16027,ENSMUSG00000029625.16,1436,1497,2278,2780
16028,ENSMUSG00000038690.15,1675,2226,2963,3815
16029,ENSMUSG00000029627.12,242,291,396,531
16030,ENSMUSG00000055991.15,802,798,1340,1668
16031,ENSMUSG00000007812.16,1070,1308,1989,2378
16032,ENSMUSG00000106188.1,0,1,1,1
16033,ENSMUSG00000070420.4,525,514,810,977
16034,ENSMUSG00000104682.1,11,18,21,32
16035,ENSMUSG00000070419.11,0,0,0,0
16036,ENSMUSG00000104644.1,0,0,0,0
16037,ENSMUSG00000105764.1,0,0,0,0
16038,ENSMUSG00000038656.5,0,0,0,0
16039,ENSMUSG00000105270.1,0,1,1,0
16040,ENSMUSG00000075552.4,0,0,0,0
16041,ENSMUSG00000106033.1,0,0,0,0
16042,ENSMUSG00000105474.1,0,0,1,2
16043,ENSMUSG00000106040.1,1,0,0,0
16044,ENSMUSG00000075551.4,0,0,0,0
16045,ENSMUSG00000105661.1,0,0,0,0
16046,ENSMUSG00000054417.5,0,0,0,0
16047,ENSMUSG00000106473.1,0,0,0,0
16048,ENSMUSG00000056035.8,0,0,0,0
16049,ENSMUSG00000105405.1,0,0,2,0
16050,ENSMUSG00000104805.1,0,0,0,0
16051,ENSMUSG00000105394.1,0,0,0,0
16052,ENSMUSG00000029630.15,0,0,0,0
16053,ENSMUSG00000104895.1,0,0,0,0
16054,ENSMUSG00000104636.1,0,0,0,0
16055,ENSMUSG00000105390.1,0,0,0,0
16056,ENSMUSG00000061292.10,0,0,0,0
16057,ENSMUSG00000104752.1,0,0,0,0
16058,ENSMUSG00000096798.1,0,0,0,0
16059,ENSMUSG00000095040.2,1,1,6,10
16060,ENSMUSG00000106547.1,11,24,92,105
16061,ENSMUSG00000105542.1,1,4,23,8
16062,ENSMUSG00000105636.1,2,8,16,20
16063,ENSMUSG00000029634.15,550,698,989,1210
16064,ENSMUSG00000029635.15,1338,1505,2758,2706
16065,ENSMUSG00000080957.1,0,0,1,1
16066,ENSMUSG00000029636.10,1520,2118,2229,2960
16067,ENSMUSG00000096344.2,0,1,0,0
16068,ENSMUSG00000096527.5,0,0,0,0
16069,ENSMUSG00000079093.2,0,0,0,1
16070,ENSMUSG00000041505.15,0,0,0,0
16071,ENSMUSG00000079091.1,0,0,0,0
16072,ENSMUSG00000096664.7,0,0,0,0
16073,ENSMUSG00000095557.7,0,0,0,0
16074,ENSMUSG00000094090.2,31,32,59,67
16075,ENSMUSG00000041468.7,753,861,716,1336
16076,ENSMUSG00000105907.1,4,3,2,5
16077,ENSMUSG00000106020.1,0,0,0,0
16078,ENSMUSG00000029640.17,1709,2165,2650,3316
16079,ENSMUSG00000104845.1,0,0,0,1
16080,ENSMUSG00000041453.12,8347,9314,17555,22330
16081,ENSMUSG00000077185.1,0,0,0,0
16082,ENSMUSG00000077564.1,0,0,1,1
16083,ENSMUSG00000029641.8,43,80,91,142
16084,ENSMUSG00000016503.16,305,369,490,648
16085,ENSMUSG00000016510.11,397,431,579,762
16086,ENSMUSG00000016520.7,1247,769,2169,2867
16087,ENSMUSG00000029642.11,1429,1324,2554,3804
16088,ENSMUSG00000083988.1,0,1,1,5
16089,ENSMUSG00000053129.5,14,25,12,20
16090,ENSMUSG00000077735.1,0,0,0,0
16091,ENSMUSG00000092570.7,0,0,0,0
16092,ENSMUSG00000029644.7,0,0,0,0
16093,ENSMUSG00000098053.1,0,0,0,0
16094,ENSMUSG00000098687.1,0,0,0,0
16095,ENSMUSG00000029646.3,0,0,0,0
16096,ENSMUSG00000075543.4,0,0,0,0
16097,ENSMUSG00000106939.1,0,0,1,0
16098,ENSMUSG00000042817.15,2,2,12,4
16099,ENSMUSG00000097228.1,0,0,0,0
16100,ENSMUSG00000057157.3,2,7,7,14
16101,ENSMUSG00000107037.1,0,0,2,2
16102,ENSMUSG00000106820.1,1,4,4,13
16103,ENSMUSG00000107336.1,55,50,71,83
16104,ENSMUSG00000106891.1,61,45,79,92
16105,ENSMUSG00000029647.15,1965,2126,3704,3803
16106,ENSMUSG00000107085.1,3,0,0,1
16107,ENSMUSG00000029648.13,634,837,1014,1377
16108,ENSMUSG00000106845.1,0,0,0,0
16109,ENSMUSG00000107065.1,0,0,0,0
16110,ENSMUSG00000029649.10,2025,2629,3434,4730
16111,ENSMUSG00000107079.1,3,0,3,7
16112,ENSMUSG00000029650.10,49,84,88,108
16113,ENSMUSG00000085565.1,10,12,7,14
16114,ENSMUSG00000029651.16,1005,1638,774,1390
16115,ENSMUSG00000066554.6,72,91,154,166
16116,ENSMUSG00000107033.1,0,0,0,0
16117,ENSMUSG00000041313.14,2562,3840,4527,5565
16118,ENSMUSG00000106956.1,1,1,5,11
16119,ENSMUSG00000001687.15,1167,1461,1869,2477
16120,ENSMUSG00000106899.1,0,0,0,0
16121,ENSMUSG00000107098.1,0,0,0,0
16122,ENSMUSG00000106733.1,0,0,0,0
16123,ENSMUSG00000086494.1,0,0,0,0
16124,ENSMUSG00000084513.1,0,0,0,0
16125,ENSMUSG00000085740.1,0,0,0,0
16126,ENSMUSG00000087647.2,0,0,0,0
16127,ENSMUSG00000041298.15,1994,2111,3380,4427
16128,ENSMUSG00000106892.1,0,0,0,0
16129,ENSMUSG00000106810.1,0,0,0,0
16130,ENSMUSG00000085639.1,1,0,0,1
16131,ENSMUSG00000085237.2,0,0,1,0
16132,ENSMUSG00000079069.1,0,0,1,0
16133,ENSMUSG00000108207.2,14,30,20,19
16134,ENSMUSG00000087272.1,0,0,0,1
16135,ENSMUSG00000106951.1,17,27,57,46
16136,ENSMUSG00000085971.4,3,4,4,6
16137,ENSMUSG00000086610.1,1,2,2,4
16138,ENSMUSG00000066551.12,9452,10902,19222,19320
16139,ENSMUSG00000097191.2,7,17,10,10
16140,ENSMUSG00000107133.1,1,1,5,3
16141,ENSMUSG00000107388.1,2,1,3,1
16142,ENSMUSG00000092764.1,0,1,1,0
16143,ENSMUSG00000024437.6,86,147,137,163
16144,ENSMUSG00000107313.1,8,16,22,18
16145,ENSMUSG00000041264.16,1527,1863,2629,2984
16146,ENSMUSG00000100783.1,3,7,8,6
16147,ENSMUSG00000100465.1,5,15,11,9
16148,ENSMUSG00000105790.1,0,0,0,0
16149,ENSMUSG00000092674.2,0,0,0,0
16150,ENSMUSG00000060063.9,8,40,55,53
16151,ENSMUSG00000064704.1,0,0,0,0
16152,ENSMUSG00000107317.1,9,5,9,6
16153,ENSMUSG00000107271.3,0,1,6,4
16154,ENSMUSG00000107314.1,1,1,0,0
16155,ENSMUSG00000107152.1,1,0,0,0
16156,ENSMUSG00000029659.16,12,11,29,47
16157,ENSMUSG00000106750.1,0,2,1,0
16158,ENSMUSG00000106777.1,0,0,1,0
16159,ENSMUSG00000029660.10,27,15,32,48
16160,ENSMUSG00000107164.1,9,9,26,24
16161,ENSMUSG00000107132.1,3,2,2,6
16162,ENSMUSG00000106879.1,0,0,0,3
16163,ENSMUSG00000029658.17,3,11,12,7
16164,ENSMUSG00000029657.15,4414,5575,7404,8891
16165,ENSMUSG00000106674.1,2,0,4,2
16166,ENSMUSG00000080002.2,16,21,38,39
16167,ENSMUSG00000051950.10,709,721,2128,1795
16168,ENSMUSG00000106740.1,0,0,0,0
16169,ENSMUSG00000107214.3,3,0,3,1
16170,ENSMUSG00000107279.1,0,0,0,0
16171,ENSMUSG00000107093.1,0,0,0,0
16172,ENSMUSG00000107112.1,0,0,1,2
16173,ENSMUSG00000107056.1,0,0,0,0
16174,ENSMUSG00000053368.13,0,4,6,3
16175,ENSMUSG00000107360.1,0,0,0,0
16176,ENSMUSG00000107384.1,0,0,0,0
16177,ENSMUSG00000056602.11,5311,6947,5838,10085
16178,ENSMUSG00000107082.1,1,2,0,1
16179,ENSMUSG00000106719.1,0,0,0,1
16180,ENSMUSG00000107262.1,0,1,1,1
16181,ENSMUSG00000106738.1,0,1,1,3
16182,ENSMUSG00000056586.8,0,0,0,0
16183,ENSMUSG00000082104.1,0,0,0,0
16184,ENSMUSG00000041147.10,455,606,1559,1190
16185,ENSMUSG00000095531.1,1,0,0,0
16186,ENSMUSG00000088482.1,0,0,0,0
16187,ENSMUSG00000106764.1,1,0,0,3
16188,ENSMUSG00000107178.1,12,12,35,20
16189,ENSMUSG00000106980.1,15,17,12,16
16190,ENSMUSG00000041132.11,363,444,552,621
16191,ENSMUSG00000106927.1,42,28,84,66
16192,ENSMUSG00000107096.3,631,643,1006,1281
16193,ENSMUSG00000029655.17,2193,2329,3920,4212
16194,ENSMUSG00000034021.15,4512,5758,7897,8654
16195,ENSMUSG00000084717.1,0,0,0,0
16196,ENSMUSG00000077592.1,0,1,0,0
16197,ENSMUSG00000107048.1,1,4,2,2
16198,ENSMUSG00000106692.1,2,1,4,3
16199,ENSMUSG00000107047.1,0,0,0,0
16200,ENSMUSG00000058488.7,3,19,1,6
16201,ENSMUSG00000106963.1,0,0,2,2
16202,ENSMUSG00000016128.14,104,301,205,318
16203,ENSMUSG00000107011.1,0,0,0,0
16204,ENSMUSG00000107387.1,2,1,1,1
16205,ENSMUSG00000107154.1,0,0,0,3
16206,ENSMUSG00000054622.4,7,2,9,8
16207,ENSMUSG00000097321.5,30,37,76,72
16208,ENSMUSG00000107123.1,0,1,0,0
16209,ENSMUSG00000106703.1,0,0,0,0
16210,ENSMUSG00000091794.2,1,1,3,1
16211,ENSMUSG00000106759.1,0,0,1,0
16212,ENSMUSG00000033970.15,680,724,1498,1527
16213,ENSMUSG00000107326.1,0,0,0,0
16214,ENSMUSG00000107241.1,0,0,0,0
16215,ENSMUSG00000095272.1,0,1,1,1
16216,ENSMUSG00000092806.2,0,0,0,0
16217,ENSMUSG00000094571.1,0,0,0,0
16218,ENSMUSG00000106974.1,0,0,0,0
16219,ENSMUSG00000107380.1,0,0,0,0
16220,ENSMUSG00000106893.1,0,0,0,0
16221,ENSMUSG00000107185.1,0,1,0,0
16222,ENSMUSG00000107233.1,0,0,0,0
16223,ENSMUSG00000107601.1,0,0,0,0
16224,ENSMUSG00000106955.1,0,0,0,0
16225,ENSMUSG00000106945.1,0,0,0,0
16226,ENSMUSG00000106779.1,0,0,0,1
16227,ENSMUSG00000107184.1,2,0,0,1
16228,ENSMUSG00000107017.1,2,4,7,3
16229,ENSMUSG00000106734.3,26,51,60,49
16230,ENSMUSG00000107222.1,0,0,0,0
16231,ENSMUSG00000107215.1,3,17,23,17
16232,ENSMUSG00000047735.14,32,86,90,76
16233,ENSMUSG00000044156.14,6,14,19,17
16234,ENSMUSG00000001376.17,1918,2407,3328,3926
16235,ENSMUSG00000107094.1,9,17,36,29
16236,ENSMUSG00000023964.15,1,2,0,4
16237,ENSMUSG00000076357.2,0,0,0,0
16238,ENSMUSG00000070107.1,0,0,0,0
16239,ENSMUSG00000108091.1,0,0,0,0
16240,ENSMUSG00000029664.10,1,6,3,3
16241,ENSMUSG00000029663.10,0,0,0,0
16242,ENSMUSG00000032766.9,63,174,168,262
16243,ENSMUSG00000107681.1,1,0,0,0
16244,ENSMUSG00000032757.6,347,486,768,743
16245,ENSMUSG00000108139.1,0,0,0,0
16246,ENSMUSG00000107510.1,0,0,0,0
16247,ENSMUSG00000098779.2,2,4,0,3
16248,ENSMUSG00000107564.1,0,0,0,0
16249,ENSMUSG00000108014.1,0,1,1,0
16250,ENSMUSG00000087863.1,0,0,0,0
16251,ENSMUSG00000107450.1,0,0,0,0
16252,ENSMUSG00000102946.2,0,0,0,0
16253,ENSMUSG00000029661.16,102,7004,233,250
16254,ENSMUSG00000107603.1,0,1,0,0
16255,ENSMUSG00000107828.1,0,0,0,0
16256,ENSMUSG00000097513.1,0,2,1,0
16257,ENSMUSG00000015189.12,1385,1700,2885,3632
16258,ENSMUSG00000107932.1,7,16,33,14
16259,ENSMUSG00000004631.15,625,800,979,1219
16260,ENSMUSG00000092035.8,388,602,1255,853
16261,ENSMUSG00000107977.1,0,0,0,0
16262,ENSMUSG00000093570.3,0,0,0,0
16263,ENSMUSG00000097630.2,0,0,0,0
16264,ENSMUSG00000083041.2,0,0,0,2
16265,ENSMUSG00000032827.15,5316,5945,8285,10525
16266,ENSMUSG00000097385.1,1,2,1,6
16267,ENSMUSG00000097464.1,1,2,1,6
16268,ENSMUSG00000097396.1,0,0,1,0
16269,ENSMUSG00000002588.12,1,0,0,0
16270,ENSMUSG00000107881.1,11,43,52,52
16271,ENSMUSG00000029759.9,7,38,66,47
16272,ENSMUSG00000032667.17,156,353,601,498
16273,ENSMUSG00000107668.1,1,4,13,9
16274,ENSMUSG00000042607.15,24,55,56,75
16275,ENSMUSG00000019577.6,23,77,41,44
16276,ENSMUSG00000029757.16,8907,5862,11936,20684
16277,ENSMUSG00000085416.1,3,1,1,7
16278,ENSMUSG00000015112.15,58,90,348,216
16279,ENSMUSG00000093482.8,0,0,0,0
16280,ENSMUSG00000097669.1,0,0,1,0
16281,ENSMUSG00000097175.1,0,3,8,7
16282,ENSMUSG00000097900.1,32,38,80,73
16283,ENSMUSG00000093658.1,2,1,0,0
16284,ENSMUSG00000093380.1,0,0,0,0
16285,ENSMUSG00000042541.10,1614,1939,3593,3617
16286,ENSMUSG00000093675.7,2,2,2,2
16287,ENSMUSG00000093581.1,0,0,0,0
16288,ENSMUSG00000093651.1,19,21,19,33
16289,ENSMUSG00000090063.6,810,1272,1279,1433
16290,ENSMUSG00000098963.1,0,0,0,0
16291,ENSMUSG00000098846.1,0,0,0,0
16292,ENSMUSG00000107967.1,0,1,1,1
16293,ENSMUSG00000029754.13,26,65,44,73
16294,ENSMUSG00000094868.1,0,2,2,3
16295,ENSMUSG00000098326.1,0,0,0,0
16296,ENSMUSG00000029755.10,155,248,269,346
16297,ENSMUSG00000065770.1,0,0,0,0
16298,ENSMUSG00000097356.1,0,1,0,1
16299,ENSMUSG00000042505.6,197,264,382,486
16300,ENSMUSG00000098421.1,0,0,3,3
16301,ENSMUSG00000099178.1,0,0,0,0
16302,ENSMUSG00000098501.7,0,0,0,0
16303,ENSMUSG00000107517.1,0,0,0,0
16304,ENSMUSG00000107493.1,0,0,0,0
16305,ENSMUSG00000061762.12,6,11,5,14
16306,ENSMUSG00000099182.1,0,0,0,0
16307,ENSMUSG00000029752.12,756,1415,1045,1708
16308,ENSMUSG00000107394.1,0,0,0,0
16309,ENSMUSG00000107844.1,0,0,0,0
16310,ENSMUSG00000042460.5,559,783,951,1200
16311,ENSMUSG00000107549.1,13,20,26,15
16312,ENSMUSG00000107763.1,4,7,6,7
16313,ENSMUSG00000084418.1,0,0,0,0
16314,ENSMUSG00000096403.2,816,927,1489,1777
16315,ENSMUSG00000068794.6,18,29,23,39
16316,ENSMUSG00000042447.13,1116,1287,2153,2350
16317,ENSMUSG00000012483.4,560,644,1287,1194
16318,ENSMUSG00000089862.8,500,621,884,1162
16319,ENSMUSG00000107705.1,0,0,1,1
16320,ENSMUSG00000089890.1,0,0,0,0
16321,ENSMUSG00000089735.1,1,1,0,1
16322,ENSMUSG00000090151.1,0,0,4,1
16323,ENSMUSG00000088118.1,0,0,2,2
16324,ENSMUSG00000087305.8,36,58,68,66
16325,ENSMUSG00000077250.1,0,0,0,0
16326,ENSMUSG00000029638.17,95,125,264,211
16327,ENSMUSG00000107724.1,0,0,0,0
16328,ENSMUSG00000062995.12,732,819,958,1487
16329,ENSMUSG00000046178.3,714,1080,891,1322
16330,ENSMUSG00000107851.1,0,0,0,0
16331,ENSMUSG00000107459.1,0,0,0,0
16332,ENSMUSG00000107762.1,0,0,0,0
16333,ENSMUSG00000108222.1,0,0,0,0
16334,ENSMUSG00000108249.1,0,0,0,0
16335,ENSMUSG00000094367.1,0,0,1,0
16336,ENSMUSG00000098845.1,0,0,0,0
16337,ENSMUSG00000108078.1,0,0,1,0
